timestamp,open,high,low,close,volume,quote_volume,trades
2024-12-19 15:00:00,100908.1,101040.1,99455.0,100631.1,33943.164,3401875873.972,637780
2024-12-19 16:00:00,100631.1,101162.5,99842.4,100680.9,16226.027,1631450688.9755,379595
2024-12-19 17:00:00,100680.9,100715.8,97387.7,98815.9,38027.697,3761580525.0591,630010
2024-12-19 18:00:00,98810.8,98918.9,96852.4,98883.6,38663.593,3788807627.999,689357
2024-12-19 19:00:00,98883.5,99030.0,96233.7,97172.1,28819.719,2808116450.5664,511045
2024-12-19 20:00:00,97172.2,97300.0,95681.2,96407.4,31204.269,3010928342.0954,599215
2024-12-19 21:00:00,96409.7,98097.1,95826.6,97393.2,17990.138,1750595878.5835,365351
2024-12-19 22:00:00,97393.2,98391.4,97169.6,98331.9,8048.631,786260885.6267,188606
2024-12-19 23:00:00,98331.9,98343.1,97431.9,97434.4,7122.689,696594866.3717,176392
2024-12-20 00:00:00,97434.3,97795.5,96622.3,97210.4,12635.155,1228332586.8278,281879
2024-12-20 01:00:00,97210.4,97507.5,96130.1,96307.4,12043.533,1165352449.7812,267042
2024-12-20 02:00:00,96307.4,97691.3,95946.9,97594.3,12283.98,1190609339.1735,261213
2024-12-20 03:00:00,97594.3,97773.2,96940.0,97083.2,5597.613,544958963.5886,144049
2024-12-20 04:00:00,97083.2,97824.8,96817.6,97277.5,9474.652,923569483.8603,170882
2024-12-20 05:00:00,97277.6,97465.5,96645.2,96715.3,6054.113,587633870.5453,136526
2024-12-20 06:00:00,96715.3,97285.0,96350.1,97271.9,10697.509,1035485440.3487,207327
2024-12-20 07:00:00,97271.8,98243.0,97257.8,97826.1,18197.533,1781449638.5283,269517
2024-12-20 08:00:00,97826.1,97867.5,95278.8,95468.4,24169.368,2327405978.6203,458279
2024-12-20 09:00:00,95468.3,95720.1,94700.0,94812.0,21223.08,2020396312.1475,485485
2024-12-20 10:00:00,94812.1,95120.0,93954.1,94377.3,25698.243,2431186903.8156,532801
2024-12-20 11:00:00,94377.3,94674.1,92613.7,92715.1,37568.179,3510389161.5614,693239
2024-12-20 12:00:00,92715.1,94240.7,92272.6,93924.6,30411.109,2834935738.7128,581775
2024-12-20 13:00:00,93924.5,95785.2,93561.8,95188.0,33455.71,3175759772.8884,548945
2024-12-20 14:00:00,95188.0,96174.9,94712.2,95606.1,26155.851,2496954364.7256,463108
2024-12-20 15:00:00,95606.1,97555.0,95584.9,96961.3,25183.149,2436065368.7927,473733
2024-12-20 16:00:00,96961.4,97681.6,96254.0,96687.5,22425.368,2175152568.418,394221
2024-12-20 17:00:00,96688.6,97354.7,96396.4,97170.1,13128.077,1272351021.5634,267236
2024-12-20 18:00:00,97170.2,97273.0,96560.0,96955.7,9132.45,884866655.9993,206928
2024-12-20 19:00:00,96955.7,97721.0,96804.8,97079.6,9050.038,881015510.5936,210672
2024-12-20 20:00:00,97079.6,97186.6,96394.3,96426.6,8492.328,822187043.9318,193122
2024-12-20 21:00:00,96426.6,96626.6,95393.8,96602.6,12880.45,1237218523.629,248655
2024-12-20 22:00:00,96602.7,97481.0,96427.0,97419.9,5147.836,499421342.4078,123864
2024-12-20 23:00:00,97419.9,97777.0,97329.9,97764.4,5083.471,496029617.8133,126594
2024-12-21 00:00:00,97764.5,97773.1,97176.3,97488.3,6191.499,603287841.6003,126307
2024-12-21 01:00:00,97488.3,97627.2,97146.4,97306.1,4811.89,468645608.1099,115009
2024-12-21 02:00:00,97306.1,97570.8,97142.0,97342.1,3041.182,296081534.7255,79730
2024-12-21 03:00:00,97342.0,97445.0,97200.0,97444.9,2522.5,245443095.1755,66894
2024-12-21 04:00:00,97444.9,97580.0,97330.0,97534.0,2375.097,231505394.0526,60564
2024-12-21 05:00:00,97534.0,98647.5,97487.5,98644.1,9885.175,969431981.6716,160092
2024-12-21 06:00:00,98644.0,98785.5,98267.1,98673.9,9057.179,892505440.4679,168652
2024-12-21 07:00:00,98674.0,99485.0,98446.7,98988.1,11361.05,1125379896.567,196012
2024-12-21 08:00:00,98988.0,99137.5,98400.0,98601.7,8197.045,809041356.4364,157529
2024-12-21 09:00:00,98601.7,98644.0,98250.0,98514.7,5072.721,499214299.2652,106611
2024-12-21 10:00:00,98514.7,98598.0,98005.0,98091.9,5655.132,555825028.7837,112686
2024-12-21 11:00:00,98091.9,98398.1,97757.8,98225.3,6799.898,666900574.0125,133324
2024-12-21 12:00:00,98225.4,98253.5,97064.0,97109.8,11451.319,1117972822.7961,205923
2024-12-21 13:00:00,97109.8,97469.8,96375.0,97300.1,17865.808,1733455182.5854,325878
2024-12-21 14:00:00,97300.0,97724.0,97007.6,97049.6,8411.449,819315386.222,185156
2024-12-21 15:00:00,97049.6,97692.3,97032.4,97486.5,4788.125,466305214.7162,118938
2024-12-21 16:00:00,97486.6,97687.0,96910.9,97259.1,7834.449,762339501.9063,181815
2024-12-21 17:00:00,97259.2,97672.3,97000.0,97563.4,5621.503,547424496.3039,135775
2024-12-21 18:00:00,97563.4,97695.0,97258.1,97382.1,3127.336,304795656.297,89917
2024-12-21 19:00:00,97382.1,97420.5,96800.0,97242.2,5988.597,581024169.5185,151543
2024-12-21 20:00:00,97242.3,98084.9,97195.3,97435.1,8861.784,865407661.9377,155597
2024-12-21 21:00:00,97435.1,97560.2,96520.0,96864.0,5340.937,518220545.9513,125472
2024-12-21 22:00:00,96864.0,97377.5,96593.6,97120.7,4505.8,437193940.7965,102234
2024-12-21 23:00:00,97120.7,97285.7,96871.9,97261.8,2491.005,241784914.0697,74235
2024-12-22 00:00:00,97261.7,97437.9,97029.8,97217.8,3274.336,318317167.1274,94086
2024-12-22 01:00:00,97217.8,97413.3,96673.7,97024.9,4032.102,391297267.6926,98854
2024-12-22 02:00:00,97024.8,97220.6,96581.6,96691.4,3418.472,331056799.1325,90155
2024-12-22 03:00:00,96691.4,97294.7,96532.0,96965.1,5284.808,512319454.092,114167
2024-12-22 04:00:00,96965.1,97057.0,96050.0,96062.1,6479.389,624919086.3068,119895
2024-12-22 05:00:00,96058.7,96384.7,95867.3,96135.3,7393.633,710757857.7488,152786
